cif_number,product,precision,score
10063437,MC PREPAID VOYAGE,0.75,0.700503
10064783,MC PREPAID VOYAGE,0.727273,0.699113
10077449,NATIONAL CLIENTELLE,0.75,0.700413
10078574,PRODUIT GOLD,1.0,0.707337
10084916,MC PREPAID VOYAGE,0.727273,0.699113
10099666,MC PREPAID VOYAGE,0.758621,0.701374
10106989,NATIONAL CLIENTELLE,0.75,0.700413
10140849,NATIONAL CLIENTELLE,0.805556,0.704063
10159136,MC PREPAID VOYAGE,1.0,0.707397
10166165,MC PREPAID VOYAGE,0.727273,0.699113
10171424,MC PREPAID VOYAGE,0.727273,0.699113
10175760,MC PREPAID VOYAGE,0.785714,0.702512
10178814,MC PREPAID VOYAGE,1.0,0.707397
10181581,MC PREPAID VOYAGE,1.0,0.707397
10184756,MC PREPAID VOYAGE,1.0,0.707397
10185907,MC PREPAID VOYAGE,1.0,0.707397
10194194,MC PREPAID VOYAGE,1.0,0.707397
10197963,MC PREPAID VOYAGE,1.0,0.707397
10231773,PRODUIT GOLD,1.0,0.707337
10249799,MC PREPAID VOYAGE,0.727273,0.699113
10254280,MC PREPAID VOYAGE,1.0,0.707397
10262847,MC PREPAID VOYAGE,0.763158,0.701883
10263735,MC PREPAID VOYAGE,0.701493,0.698355
10270635,MC PREPAID VOYAGE,0.763158,0.701883
10279095,MC PREPAID VOYAGE,0.701493,0.698355
10282785,MC PREPAID VOYAGE,0.701493,0.698355
10283254,MC PREPAID VOYAGE,0.763158,0.701883
10283350,MC PREPAID VOYAGE,0.763158,0.701883
10284647,NATIONAL CLIENTELLE,0.9,0.706472
10285806,NATIONAL CLIENTELLE,0.9,0.706472
10286443,MC PREPAID VOYAGE,0.894737,0.706563
10290281,MC PREPAID VOYAGE,0.701493,0.698355
10292894,MC PREPAID VOYAGE,0.763158,0.701883
10294041,MC PREPAID VOYAGE,0.763158,0.701883
10296663,MC PREPAID VOYAGE,0.894737,0.706563
10296700,MC PREPAID VOYAGE,0.763158,0.701883
10303315,MC PREPAID VOYAGE,0.701493,0.698355
10303805,MC PREPAID VOYAGE,0.894737,0.706563
10303973,NATIONAL CLIENTELLE,0.75,0.700413
10304576,MC PREPAID VOYAGE,0.701493,0.698355
10305750,MC PREPAID VOYAGE,0.763158,0.701883
10307470,MC PREPAID VOYAGE,0.894737,0.706563
10311312,NATIONAL CLIENTELLE,0.9,0.706472
10312217,NATIONAL CLIENTELLE,0.705882,0.697372
10317544,MC PREPAID VOYAGE,0.763158,0.701883
10318051,MC PREPAID VOYAGE,0.701493,0.698355
10321337,MC PREPAID VOYAGE,0.701493,0.698355
10329527,MC PREPAID VOYAGE,0.763158,0.701883
10329883,MC PREPAID VOYAGE,0.701493,0.698355
10331298,MC PREPAID VOYAGE,0.763158,0.701883
10331790,NATIONAL CLIENTELLE,0.9,0.706472
10332285,MC PREPAID VOYAGE,0.701493,0.698355
10333644,MC PREPAID VOYAGE,0.763158,0.701883
10333977,MC PREPAID VOYAGE,0.763158,0.701883
10336719,MC PREPAID VOYAGE,0.701493,0.698355
10339775,MC PREPAID VOYAGE,0.701493,0.698355
10342229,MC PREPAID VOYAGE,0.894737,0.706563
10342676,NATIONAL CLIENTELLE,0.9,0.706472
10343779,MC PREPAID VOYAGE,0.763158,0.701883
10344501,MC PREPAID VOYAGE,0.701493,0.698355
10345177,MC PREPAID VOYAGE,0.701493,0.698355
10350116,NATIONAL CLIENTELLE,0.9,0.706472
10359989,MC PREPAID VOYAGE,0.894737,0.706563
10379767,NATIONAL CLIENTELLE,0.75,0.700413
10397971,MC PREPAID JEUNE,0.833333,0.704975
10413211,NATIONAL CLIENTELLE,0.954545,0.707544
10454286,NATIONAL CLIENTELLE,1.0,0.707325
10455497,MC PREPAID JEUNE,0.833333,0.704975
10455989,MC PREPAID VOYAGE,0.758621,0.701374
10466821,MC PREPAID VOYAGE,0.894737,0.706563
10493212,NATIONAL CLIENTELLE,0.857143,0.705306
10498759,MC PREPAID VOYAGE,0.826087,0.704582
10505867,NATIONAL CLIENTELLE,0.752381,0.70302
10537253,NATIONAL CLIENTELLE,0.75,0.700413
10548290,NATIONAL CLIENTELLE,0.954545,0.707544
10552245,MC PREPAID VOYAGE,0.763158,0.701883
10555460,NATIONAL CLIENTELLE,0.8,0.703137
10578915,NATIONAL CLIENTELLE,0.805556,0.704063
10579713,NATIONAL CLIENTELLE,0.954545,0.707544
10604350,MC PREPAID VOYAGE,0.894737,0.706563
10605358,MC PREPAID VOYAGE,0.763158,0.701883
10608182,NATIONAL CLIENTELLE,1.0,0.707325
10608815,MC PREPAID VOYAGE,0.701493,0.698355
10609229,MC PREPAID VOYAGE,0.894737,0.706563
10613456,MC PREPAID VOYAGE,0.763158,0.701883
10614835,MC PREPAID VOYAGE,0.894737,0.706563
10615950,MC PREPAID VOYAGE,0.894737,0.706563
10624003,MC PREPAID VOYAGE,0.894737,0.706563
10628481,MC PREPAID VOYAGE,0.785714,0.702512
10632528,NATIONAL CLIENTELLE,0.8,0.703137
10634501,MC PREPAID VOYAGE,0.894737,0.706563
10638816,MC PREPAID VOYAGE,0.764706,0.701424
10639568,NATIONAL CLIENTELLE,0.805556,0.704063
10646715,MC PREPAID VOYAGE,0.758621,0.701374
10647955,MC PREPAID VOYAGE,0.701493,0.698355
10650965,NATIONAL CLIENTELLE,0.75,0.700395
10651947,MC PREPAID VOYAGE,0.894737,0.706563
10652835,MC PREPAID VOYAGE,0.785714,0.702512
10654542,MC PREPAID VOYAGE,0.758621,0.701374
10654566,NATIONAL CLIENTELLE,0.9,0.706472
10654663,NATIONAL CLIENTELLE,1.0,0.707325
10656480,MC PREPAID VOYAGE,0.758621,0.701374
10657088,MC PREPAID VOYAGE,0.758621,0.701374
10658139,MC PREPAID VOYAGE,0.894737,0.706563
10660185,MC PREPAID VOYAGE,0.764706,0.701424
10660897,MC PREPAID VOYAGE,0.764706,0.701424
10661350,MC PREPAID VOYAGE,0.894737,0.706563
10661640,MC PREPAID VOYAGE,0.894737,0.706563
10662456,MC PREPAID VOYAGE,0.894737,0.706563
10662885,NATIONAL CLIENTELLE,0.827586,0.704815
10674047,MC PREPAID VOYAGE,0.894737,0.706563
10674829,MC PREPAID VOYAGE,0.894737,0.706563
10675524,MC PREPAID VOYAGE,0.701493,0.698355
10678768,MC PREPAID JEUNE,0.714286,0.698237
10679789,MC PREPAID VOYAGE,0.758621,0.701374
10680231,MC PREPAID VOYAGE,0.8,0.703154
10680963,MC PREPAID VOYAGE,0.758621,0.701374
10681854,MC PREPAID VOYAGE,0.894737,0.706563
10686719,MC PREPAID VOYAGE,0.8,0.703154
10689536,MC PREPAID VOYAGE,0.758621,0.701374
10690850,NATIONAL CLIENTELLE,0.78125,0.703597
10693370,MC PREPAID VOYAGE,0.785714,0.702512
10693618,MC PREPAID VOYAGE,0.764706,0.701424
10699590,MC PREPAID VOYAGE,0.764706,0.701424
10703306,MC PREPAID VOYAGE,0.764706,0.701424
10704889,MC PREPAID VOYAGE,0.701493,0.698355
10714278,MC PREPAID VOYAGE,0.894737,0.706563
10718446,MC PREPAID VOYAGE,0.8,0.703154
10723762,MC PREPAID VOYAGE,0.894737,0.706563
10724082,MC PREPAID VOYAGE,0.764706,0.701424
10724985,MC PREPAID VOYAGE,0.894737,0.706563
10727218,MC PREPAID VOYAGE,0.764706,0.701424
10728225,MC PREPAID VOYAGE,0.8,0.703154
10729829,MC PREPAID VOYAGE,0.894737,0.706563
10730864,NATIONAL CLIENTELLE,1.0,0.707325
10735120,MC PREPAID VOYAGE,0.701493,0.698355
10738782,MC PREPAID VOYAGE,0.764706,0.701424
10738813,MC PREPAID VOYAGE,0.758621,0.701374
10739689,MC PREPAID VOYAGE,0.875,0.70583
10742988,MC PREPAID VOYAGE,0.8,0.703154
10746255,MC PREPAID VOYAGE,0.701493,0.698355
10747970,MC PREPAID VOYAGE,0.894737,0.706563
10749424,MC PREPAID VOYAGE,0.758621,0.701374
10754907,MC PREPAID VOYAGE,0.875,0.70583
10766096,MC PREPAID VOYAGE,0.875,0.70583
10766814,MC PREPAID JEUNE,0.714286,0.698237
10767820,NATIONAL CLIENTELLE,0.8,0.703137
10767920,MC PREPAID VOYAGE,0.875,0.70583
10768410,MC PREPAID VOYAGE,0.8,0.703154
10768695,MC PREPAID VOYAGE,0.875,0.70583
10771723,MC PREPAID VOYAGE,0.764706,0.701424
10771723,NATIONAL CLIENTELLE,0.794872,0.703637
10776409,MC PREPAID VOYAGE,0.894737,0.706563
10778251,MC PREPAID VOYAGE,0.8,0.703154
10779678,MC PREPAID VOYAGE,0.894737,0.706563
10782699,MC PREPAID VOYAGE,0.875,0.70583
10783907,MC PREPAID VOYAGE,0.701493,0.698355
10783983,MC PREPAID VOYAGE,0.763158,0.701883
10784072,MC PREPAID VOYAGE,0.764706,0.701424
10784238,MC PREPAID VOYAGE,0.875,0.70583
10792834,MC PREPAID VOYAGE,0.8,0.703154
10794885,MC PREPAID JEUNE,0.714286,0.698237
10801266,MC PREPAID VOYAGE,0.894737,0.706563
10807382,MC PREPAID VOYAGE,0.764706,0.701424
10811301,MC PREPAID VOYAGE,0.894737,0.706563
10816279,MC PREPAID JEUNE,0.714286,0.698237
10825045,NATIONAL CLIENTELLE,1.0,0.707325
10828260,MC PREPAID VOYAGE,0.8,0.703154
10829860,MC PREPAID VOYAGE,0.763158,0.701883
10835709,MC PREPAID VOYAGE,0.8,0.703154
10836519,NATIONAL CLIENTELLE,1.0,0.707325
10836633,MC PREPAID VOYAGE,0.894737,0.706563
10846006,MC PREPAID VOYAGE,0.701493,0.698355
10846435,MC PREPAID VOYAGE,0.763158,0.701883
10846872,MC PREPAID VOYAGE,0.875,0.70583
10848794,MC PREPAID VOYAGE,0.763158,0.701883
10853321,NATIONAL CLIENTELLE,0.78125,0.703597
10853376,MC PREPAID VOYAGE,0.894737,0.706563
10859109,MC PREPAID VOYAGE,0.701493,0.698355
10865550,MC PREPAID VOYAGE,0.8,0.703154
10870915,MC PREPAID VOYAGE,0.894737,0.706563
10891644,Mor. Tamouil Hajyat,0.9,0.706564
10914763,NATIONAL CLIENTELLE,1.0,0.707325
10942956,NATIONAL CLIENTELLE,1.0,0.707325
10943996,NATIONAL CLIENTELLE,1.0,0.707325
10947338,Mor. Tamouil Hajyat,0.9,0.706564
10973802,NATIONAL CLIENTELLE,0.78125,0.703597
11002095,NATIONAL CLIENTELLE,1.0,0.707325
10063237,NATIONAL CLIENTELLE,1.0,0.707349
10089718,MC PREPAID VOYAGE,0.727273,0.699113
10090341,MC PREPAID VOYAGE,0.727273,0.699113
10114473,MC PREPAID VOYAGE,0.727273,0.699113
10127869,MC PREPAID VOYAGE,1.0,0.707397
10135715,MC PREPAID VOYAGE,0.727273,0.699113
10155024,PRODUIT GOLD,0.75,0.70036
10169106,NATIONAL CLIENTELLE,1.0,0.707325
10171440,MC PREPAID VOYAGE,0.833333,0.704584
10171440,PRODUIT GOLD,0.75,0.70036
10191499,MC PREPAID VOYAGE,0.75,0.700503
10192303,NATIONAL CLIENTELLE,0.827586,0.704815
10205402,PRODUIT GOLD,1.0,0.707337
10207809,NATIONAL CLIENTELLE,0.75,0.700413
10212896,MC PREPAID VOYAGE,0.727273,0.699113
10243591,MC PREPAID VOYAGE,0.758621,0.701374
10262246,MC PREPAID VOYAGE,0.763158,0.701883
10262928,MC PREPAID VOYAGE,0.763158,0.701883
10263592,MC PREPAID VOYAGE,0.701493,0.698355
10265308,MC PREPAID VOYAGE,0.763158,0.701883
10265313,MC PREPAID VOYAGE,0.763158,0.701883
10266443,MC PREPAID VOYAGE,0.894737,0.706563
10268017,MC PREPAID VOYAGE,0.763158,0.701883
10272812,NATIONAL CLIENTELLE,0.9,0.706472
10276684,MC PREPAID VOYAGE,0.763158,0.701883
10282744,NATIONAL CLIENTELLE,0.75,0.700413
10287827,MC PREPAID VOYAGE,0.894737,0.706563
10290071,MC PREPAID VOYAGE,0.763158,0.701883
10294461,MC PREPAID VOYAGE,0.894737,0.706563
10295327,MC PREPAID VOYAGE,0.894737,0.706563
10295367,MC PREPAID VOYAGE,0.763158,0.701883
10295780,MC PREPAID VOYAGE,0.701493,0.698355
10298033,MC PREPAID VOYAGE,0.894737,0.706563
10298692,MC PREPAID VOYAGE,0.763158,0.701883
10309724,MC PREPAID VOYAGE,0.701493,0.698355
10309897,NATIONAL CLIENTELLE,1.0,0.707325
10313673,MC PREPAID VOYAGE,0.701493,0.698355
10314139,MC PREPAID VOYAGE,0.701493,0.698355
10315635,NATIONAL CLIENTELLE,0.833333,0.704601
10316187,NATIONAL CLIENTELLE,0.833333,0.704907
10323378,MC PREPAID VOYAGE,0.763158,0.701883
10323506,MC PREPAID VOYAGE,0.894737,0.706563
10324299,MC PREPAID VOYAGE,0.763158,0.701883
10325995,MC PREPAID VOYAGE,0.701493,0.698355
10328743,MC PREPAID VOYAGE,0.701493,0.698355
10331805,MC PREPAID VOYAGE,0.701493,0.698355
10336838,MC PREPAID VOYAGE,0.894737,0.706563
10337460,MC PREPAID VOYAGE,0.701493,0.698355
10338865,MC PREPAID VOYAGE,0.701493,0.698355
10340050,MC PREPAID VOYAGE,0.894737,0.706563
10342626,MC PREPAID VOYAGE,0.894737,0.706563
10348407,MC PREPAID VOYAGE,0.785714,0.702512
10366357,NATIONAL CLIENTELLE,0.75,0.700413
10372896,NATIONAL CLIENTELLE,0.954545,0.707544
10398545,MC PREPAID VOYAGE,0.75,0.700503
10416850,MC PREPAID VOYAGE,0.826087,0.704582
10451226,NATIONAL CLIENTELLE,0.794872,0.703637
10454398,NATIONAL CLIENTELLE,0.833333,0.704907
10455923,NATIONAL CLIENTELLE,0.827586,0.704815
10460276,MC PREPAID VOYAGE,0.894737,0.706563
10492365,NATIONAL CLIENTELLE,0.833333,0.704907
10508716,MC PREPAID VOYAGE,0.758621,0.701374
10516610,NATIONAL CLIENTELLE,0.714286,0.698147
10517207,MC PREPAID VOYAGE,0.758621,0.701374
10523314,NATIONAL CLIENTELLE,0.875,0.705838
10528639,NATIONAL CLIENTELLE,0.75,0.700413
10529200,MC PREPAID VOYAGE,0.701493,0.698355
10530945,NATIONAL CLIENTELLE,0.78125,0.703597
10536910,NATIONAL CLIENTELLE,0.857143,0.705306
10539258,NATIONAL CLIENTELLE,0.827586,0.704815
10541484,MC PREPAID VOYAGE,0.894737,0.706563
10543400,NATIONAL CLIENTELLE,0.794872,0.703637
10553845,MC PREPAID JEUNE,0.833333,0.704975
10556421,MC PREPAID JEUNE,0.833333,0.704975
10567012,MC PREPAID VOYAGE,0.758621,0.701374
10581555,NATIONAL CLIENTELLE,0.794872,0.703637
10584743,MC PREPAID VOYAGE,0.758621,0.701374
10589664,MC PREPAID VOYAGE,0.701493,0.698355
10594116,MC PREPAID VOYAGE,0.75,0.700503
10597546,NATIONAL CLIENTELLE,0.75,0.700413
10599781,MC PREPAID VOYAGE,0.701493,0.698355
10602110,MC PREPAID VOYAGE,1.0,0.707397
10602965,NATIONAL CLIENTELLE,0.954545,0.707544
10604208,MC PREPAID VOYAGE,0.763158,0.701883
10606523,MC PREPAID VOYAGE,0.701493,0.698355
10614245,MC PREPAID VOYAGE,0.758621,0.701374
10618826,MC PREPAID VOYAGE,0.894737,0.706563
10621738,NATIONAL CLIENTELLE,0.827586,0.704815
10622665,MC PREPAID VOYAGE,0.758621,0.701374
10626515,MC PREPAID VOYAGE,0.894737,0.706563
10628504,NATIONAL CLIENTELLE,0.794872,0.703637
10630915,MC PREPAID VOYAGE,0.758621,0.701374
10630961,MC PREPAID VOYAGE,0.763158,0.701883
10634361,MC PREPAID JEUNE,0.714286,0.698237
10634392,Mor. Tamouil Hajyat,0.9,0.706564
10635538,MC PREPAID VOYAGE,0.701493,0.698355
10635833,NATIONAL CLIENTELLE,1.0,0.707325
10637710,MC PREPAID VOYAGE,0.894737,0.706563
10637939,MC PREPAID VOYAGE,0.758621,0.701374
10639789,MC PREPAID VOYAGE,0.894737,0.706563
10642469,MC PREPAID VOYAGE,0.758621,0.701374
10645927,MC PREPAID VOYAGE,0.758621,0.701374
10646403,MC PREPAID VOYAGE,0.758621,0.701374
10651686,Mor. Tamouil Hajyat,0.9,0.706564
10652648,MC PREPAID VOYAGE,0.875,0.70583
10653608,MC PREPAID VOYAGE,0.894737,0.706563
10653650,MC PREPAID VOYAGE,0.763158,0.701883
10655336,MC PREPAID VOYAGE,0.894737,0.706563
10656023,MC PREPAID VOYAGE,0.701493,0.698355
10659403,MC PREPAID VOYAGE,0.894737,0.706563
10661105,MC PREPAID VOYAGE,0.764706,0.701424
10662272,MC PREPAID VOYAGE,0.763158,0.701883
10665342,MC PREPAID VOYAGE,0.764706,0.701424
10666227,MC PREPAID VOYAGE,0.875,0.70583
10668828,NATIONAL CLIENTELLE,0.78125,0.703597
10669123,MC PREPAID VOYAGE,0.764706,0.701424
10669246,MC PREPAID VOYAGE,0.758621,0.701374
10671715,MC PREPAID VOYAGE,0.763158,0.701883
10673491,MC PREPAID VOYAGE,0.763158,0.701883
10674483,MC PREPAID VOYAGE,0.875,0.70583
10675806,MC PREPAID VOYAGE,0.701493,0.698355
10678828,MC PREPAID VOYAGE,0.758621,0.701374
10681102,MC PREPAID VOYAGE,0.763158,0.701883
10686891,NATIONAL CLIENTELLE,0.9,0.706472
10687381,MC PREPAID VOYAGE,0.875,0.70583
10691025,MC PREPAID VOYAGE,0.758621,0.701374
10692466,NATIONAL CLIENTELLE,0.954545,0.707544
10696321,MC PREPAID VOYAGE,0.758621,0.701374
10700553,MC PREPAID VOYAGE,0.758621,0.701374
10700902,Mor. Tamouil Hajyat,0.9,0.706564
10701201,NATIONAL CLIENTELLE,0.827586,0.704815
10702084,MC PREPAID VOYAGE,0.764706,0.701424
10702084,NATIONAL CLIENTELLE,0.794872,0.703637
10706047,MC PREPAID VOYAGE,0.764706,0.701424
10710720,MC PREPAID VOYAGE,0.785714,0.702512
10711301,NATIONAL CLIENTELLE,1.0,0.707325
10712036,MC PREPAID VOYAGE,0.894737,0.706563
10712783,MC PREPAID VOYAGE,0.894737,0.706563
10713521,MC PREPAID VOYAGE,0.894737,0.706563
10715501,MC PREPAID JEUNE,0.714286,0.698237
10719367,MC PREPAID VOYAGE,0.894737,0.706563
10720741,MC PREPAID VOYAGE,0.894737,0.706563
10723601,NATIONAL CLIENTELLE,1.0,0.707325
10727171,MC PREPAID VOYAGE,0.763158,0.701883
10727319,Mor. Tamouil Hajyat,0.9,0.706564
10731166,MC PREPAID VOYAGE,0.8,0.703154
10731166,NATIONAL CLIENTELLE,0.794872,0.703637
10731435,MC PREPAID VOYAGE,0.8,0.703154
10735393,MC PREPAID VOYAGE,0.758621,0.701374
10745249,MC PREPAID VOYAGE,0.875,0.70583
10745308,Mor. Tamouil Hajyat,0.9,0.706564
10745718,MC PREPAID VOYAGE,0.758621,0.701374
10745878,NATIONAL CLIENTELLE,1.0,0.707325
10748535,MC PREPAID VOYAGE,0.758621,0.701374
10748987,MC PREPAID VOYAGE,0.701493,0.698355
10750344,MC PREPAID VOYAGE,0.8,0.703154
10753162,MC PREPAID VOYAGE,0.875,0.70583
10765192,MC PREPAID VOYAGE,0.8,0.703154
10767905,MC PREPAID VOYAGE,0.875,0.70583
10770423,NATIONAL CLIENTELLE,1.0,0.707325
10772435,NATIONAL CLIENTELLE,0.752381,0.70302
10777563,MC PREPAID VOYAGE,0.763158,0.701883
10778392,Mor. Tamouil Hajyat,0.9,0.706564
10779072,MC PREPAID VOYAGE,0.8,0.703154
10781458,MC PREPAID VOYAGE,0.763158,0.701883
10784011,NATIONAL CLIENTELLE,0.827586,0.704815
10786954,MC PREPAID VOYAGE,0.875,0.70583
10788585,NATIONAL CLIENTELLE,0.833333,0.704907
10789753,Mor. Tamouil Hajyat,0.9,0.706564
10792300,MC PREPAID VOYAGE,0.875,0.70583
10798689,MC PREPAID VOYAGE,0.875,0.70583
10799903,MC PREPAID VOYAGE,0.8,0.703154
10802721,MC PREPAID VOYAGE,0.8,0.703154
10811114,Mor. Tamouil Hajyat,0.9,0.706564
10812933,MC PREPAID VOYAGE,0.701493,0.698355
10824325,MC PREPAID VOYAGE,0.8,0.703154
10824849,MC PREPAID JEUNE,0.714286,0.698237
10829941,Mor. Tamouil Hajyat,0.9,0.706564
10830796,Mor. Tamouil Hajyat,0.9,0.706564
10833046,MC PREPAID VOYAGE,0.875,0.70583
10838738,MC PREPAID VOYAGE,0.763158,0.701883
10845895,MC PREPAID VOYAGE,0.894737,0.706563
10847569,MC PREPAID VOYAGE,0.701493,0.698355
10850596,MC PREPAID VOYAGE,0.763158,0.701883
10857079,MC PREPAID VOYAGE,0.701493,0.698355
10857980,MC PREPAID VOYAGE,0.8,0.703154
10872226,MC PREPAID VOYAGE,0.8,0.703154
10900162,NATIONAL CLIENTELLE,0.752381,0.70302
10927006,Mor. Tamouil Hajyat,0.9,0.706564
10944316,Mor. Tamouil Hajyat,0.9,0.706564
10966228,NATIONAL CLIENTELLE,0.78125,0.703597
10038317,MC PREPAID VOYAGE,1.0,0.707397
10042143,MC PREPAID VOYAGE,0.727273,0.699113
10107935,MC PREPAID VOYAGE,0.727273,0.699113
10115552,MC PREPAID VOYAGE,1.0,0.707397
10145308,NATIONAL CLIENTELLE,0.888889,0.706206
10151995,MC PREPAID VOYAGE,1.0,0.707397
10155252,MC PREPAID VOYAGE,1.0,0.707397
10157313,MC PREPAID VOYAGE,1.0,0.707397
10157877,MC PREPAID VOYAGE,0.727273,0.699113
10186181,MC PREPAID VOYAGE,0.727273,0.699113
10215569,PRODUIT GOLD,1.0,0.707337
10215948,MC PREPAID VOYAGE,0.833333,0.704584
10215948,PRODUIT GOLD,0.75,0.70036
10223356,MC PREPAID VOYAGE,0.727273,0.699113
10229263,NATIONAL CLIENTELLE,0.75,0.700413
10245451,MC PREPAID JEUNE,0.833333,0.704975
10250509,MC PREPAID VOYAGE,0.727273,0.699113
10262353,MC PREPAID VOYAGE,0.701493,0.698355
10263883,MC PREPAID VOYAGE,0.763158,0.701883
10275688,MC PREPAID VOYAGE,0.701493,0.698355
10276193,MC PREPAID VOYAGE,0.763158,0.701883
10279293,MC PREPAID VOYAGE,0.763158,0.701883
10283637,MC PREPAID VOYAGE,0.701493,0.698355
10283979,MC PREPAID VOYAGE,0.701493,0.698355
10285369,NATIONAL CLIENTELLE,0.857143,0.705306
10286471,MC PREPAID VOYAGE,0.894737,0.706563
10289377,MC PREPAID VOYAGE,0.763158,0.701883
10290215,MC PREPAID VOYAGE,0.701493,0.698355
10291688,NATIONAL CLIENTELLE,0.9,0.706472
10291745,MC PREPAID VOYAGE,0.894737,0.706563
10293219,MC PREPAID VOYAGE,0.763158,0.701883
10295552,MC PREPAID VOYAGE,0.701493,0.698355
10296271,MC PREPAID VOYAGE,0.701493,0.698355
10297120,MC PREPAID VOYAGE,0.763158,0.701883
10297416,MC PREPAID VOYAGE,0.763158,0.701883
10299427,MC PREPAID VOYAGE,0.763158,0.701883
10301206,MC PREPAID VOYAGE,0.701493,0.698355
10302751,MC PREPAID VOYAGE,0.763158,0.701883
10302809,MC PREPAID VOYAGE,0.763158,0.701883
10303055,NATIONAL CLIENTELLE,0.9,0.706472
10305541,MC PREPAID VOYAGE,0.763158,0.701883
10306827,MC PREPAID VOYAGE,0.894737,0.706563
10307372,MC PREPAID VOYAGE,0.701493,0.698355
10312093,NATIONAL CLIENTELLE,1.0,0.707325
10314105,MC PREPAID VOYAGE,0.701493,0.698355
10321216,MC PREPAID VOYAGE,0.701493,0.698355
10323495,MC PREPAID VOYAGE,0.763158,0.701883
10329892,MC PREPAID VOYAGE,0.701493,0.698355
10330744,MC PREPAID VOYAGE,0.75,0.700503
10331171,NATIONAL CLIENTELLE,0.75,0.700413
10334041,MC PREPAID VOYAGE,0.763158,0.701883
10334070,MC PREPAID VOYAGE,0.701493,0.698355
10335785,MC PREPAID VOYAGE,0.701493,0.698355
10336004,MC PREPAID VOYAGE,0.701493,0.698355
10336286,MC PREPAID VOYAGE,0.701493,0.698355
10336360,MC PREPAID VOYAGE,0.894737,0.706563
10341332,MC PREPAID VOYAGE,0.763158,0.701883
10342035,MC PREPAID VOYAGE,0.763158,0.701883
10343829,MC PREPAID VOYAGE,0.894737,0.706563
10347137,NATIONAL CLIENTELLE,0.9,0.706472
10373374,NATIONAL CLIENTELLE,0.805556,0.704063
10381785,NATIONAL CLIENTELLE,0.954545,0.707544
10399692,MC PREPAID VOYAGE,0.763158,0.701883
10405345,NATIONAL CLIENTELLE,0.9,0.706472
10437490,NATIONAL CLIENTELLE,0.75,0.700413
10450924,MC PREPAID VOYAGE,0.701493,0.698355
10456690,MC PREPAID JEUNE,0.833333,0.704975
10457689,NATIONAL CLIENTELLE,0.857143,0.705306
10461981,MC PREPAID VOYAGE,0.826087,0.704582
10467883,NATIONAL CLIENTELLE,0.827586,0.704815
10472660,NATIONAL CLIENTELLE,0.875,0.705838
10480594,NATIONAL CLIENTELLE,0.857143,0.705306
10486719,NATIONAL CLIENTELLE,0.857143,0.705306
10498526,NATIONAL CLIENTELLE,0.805556,0.704063
10507253,MC PREPAID VOYAGE,0.763158,0.701883
10514077,NATIONAL CLIENTELLE,0.78125,0.703597
10520375,NATIONAL CLIENTELLE,0.833333,0.704907
10521830,NATIONAL CLIENTELLE,0.9,0.706472
10526663,NATIONAL CLIENTELLE,1.0,0.707325
10531388,NATIONAL CLIENTELLE,0.833333,0.704601
10549226,MC PREPAID VOYAGE,0.701493,0.698355
10553900,MC PREPAID VOYAGE,0.785714,0.702512
10557557,MC PREPAID VOYAGE,0.701493,0.698355
10565009,MC PREPAID VOYAGE,0.701493,0.698355
10565771,NATIONAL CLIENTELLE,0.857143,0.705306
10567743,MC PREPAID VOYAGE,0.701493,0.698355
10579636,MC PREPAID VOYAGE,0.763158,0.701883
10604867,MC PREPAID VOYAGE,0.758621,0.701374
10608490,NATIONAL CLIENTELLE,1.0,0.707325
10611317,MC PREPAID VOYAGE,0.894737,0.706563
10612465,MC PREPAID VOYAGE,0.701493,0.698355
10617657,MC PREPAID VOYAGE,0.701493,0.698355
10618577,NATIONAL CLIENTELLE,0.827586,0.704815
10619041,MC PREPAID VOYAGE,0.758621,0.701374
10619309,NATIONAL CLIENTELLE,0.794872,0.703637
10620184,MC PREPAID VOYAGE,0.894737,0.706563
10621517,MC PREPAID VOYAGE,0.701493,0.698355
10626633,MC PREPAID VOYAGE,0.763158,0.701883
10631465,MC PREPAID VOYAGE,0.894737,0.706563
10639048,MC PREPAID JEUNE,0.714286,0.698237
10641127,MC PREPAID VOYAGE,0.894737,0.706563
10642593,MC PREPAID VOYAGE,0.894737,0.706563
10645068,MC PREPAID VOYAGE,0.758621,0.701374
10650305,MC PREPAID VOYAGE,0.894737,0.706563
10651257,MC PREPAID VOYAGE,0.763158,0.701883
10653358,MC PREPAID VOYAGE,0.763158,0.701883
10653671,MC PREPAID VOYAGE,0.763158,0.701883
10654395,MC PREPAID VOYAGE,0.758621,0.701374
10657816,MC PREPAID VOYAGE,0.894737,0.706563
10657950,MC PREPAID VOYAGE,0.894737,0.706563
10660464,MC PREPAID VOYAGE,0.875,0.70583
10661394,MC PREPAID VOYAGE,0.875,0.70583
10661679,MC PREPAID VOYAGE,0.764706,0.701424
10664110,NATIONAL CLIENTELLE,1.0,0.707325
10666549,MC PREPAID VOYAGE,0.758621,0.701374
10666757,MC PREPAID VOYAGE,0.894737,0.706563
10669348,MC PREPAID VOYAGE,0.764706,0.701424
10669823,MC PREPAID VOYAGE,0.894737,0.706563
10678329,MC PREPAID VOYAGE,0.894737,0.706563
10678685,MC PREPAID VOYAGE,0.894737,0.706563
10680643,MC PREPAID VOYAGE,0.758621,0.701374
10680987,MC PREPAID VOYAGE,0.785714,0.702512
